,Unnamed: 0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,ident,type,name,elevation_ft,iso_country,iso_region,municipality,iata_code,local_code,coordinates
297,1032363,DAL407,DL407,abbb2c,N855NW,A332,KJFK,KJFK,2019-01-16 01:01:13+00:00,2019-01-16 20:59:54+00:00,2019-01-16 00:00:00+00:00,40.650065793829455,-73.76214460893112,0.0,40.62399654065148,-73.71576482599431,220.98,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
298,1032418,AAL855,AA855,a66346,N510UW,A321,KDFW,KDCM,2019-01-16 01:02:33+00:00,2019-01-16 02:40:57+00:00,2019-01-16 00:00:00+00:00,32.88794566009004,-97.0301289461097,0.0,34.846435546875,-81.31777393574617,2438.4,KDCM,small_airport,Chester Catawba Regional Airport,656.0,US,US-SC,Chester,,DCM,"-81.19580078125, 34.78929901123047"
300,1032564,UAL1257,UA1257,a7b574,N596UA,B752,KEWR,KSFO,2019-01-16 01:05:41+00:00,2019-01-16 06:48:52+00:00,2019-01-16 00:00:00+00:00,40.66410827636719,-74.18194580078125,0.0,37.61350987321239,-122.3570649520211,22.86,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
301,1032569,AAL1062,AA1062,ac1f0e,N880NN,B738,KORD,KSTL,2019-01-16 01:05:43+00:00,2019-01-16 01:46:27+00:00,2019-01-16 00:00:00+00:00,41.92684936523438,-87.98438332297589,914.4,38.727458371954455,-90.31695556640624,243.84,KSTL,large_airport,St Louis Lambert International Airport,618.0,US,US-MO,St Louis,STL,STL,"-90.370003, 38.748697"
303,1032603,UAL99,UA99,a43100,N36962,B789,YMML,KLAX,2019-01-16 01:06:18+00:00,2019-01-16 15:17:15+00:00,2019-01-16 00:00:00+00:00,-37.6915283203125,144.84217217627992,0.0,33.926513671875,-118.4890061981824,335.28,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
304,1032615,AAL2421,AA2421,ac8ce5,N908AA,A321,KMIA,KSFO,2019-01-16 01:06:35+00:00,2019-01-16 06:56:29+00:00,2019-01-16 00:00:00+00:00,25.78579660189354,-80.31803922833137,0.0,37.61842346191406,-122.368761427859,0.0,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
306,1032740,AAL962,AA962,a9ab07,N722AN,B77W,SBGR,KDFW,2019-01-16 01:09:19+00:00,2019-01-16 10:45:29+00:00,2019-01-16 00:00:00+00:00,-23.42253112792969,-46.44105668501419,914.4,32.935867309570305,-97.0505859375,243.84,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
308,1032894,AAL1076,AA1076,abdb35,N863NN,B738,KDFW,KBNA,2019-01-16 01:12:34+00:00,2019-01-16 02:36:15+00:00,2019-01-16 00:00:00+00:00,32.886154174804695,-97.0301513671875,0.0,36.14936828613281,-86.6740608215332,152.4,KBNA,large_airport,Nashville International Airport,599.0,US,US-TN,Nashville,BNA,BNA,"-86.6781997680664, 36.1245002746582"
311,1033091,AAL305,AA305,a0b8fb,N146AA,A321,KMIA,KSEA,2019-01-16 01:16:41+00:00,2019-01-16 07:29:42+00:00,2019-01-16 00:00:00+00:00,25.80064676575741,-80.30969583763266,0.0,47.45622253417969,-122.3179321289062,152.4,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
314,1033223,AAL1525,AA1525,ad3997,N951NN,B738,KDFW,KELP,2019-01-16 01:19:22+00:00,2019-01-16 02:33:07+00:00,2019-01-16 00:00:00+00:00,32.88524563029661,-97.05081239038584,0.0,31.79727172851562,-106.2866821289062,1531.62,KELP,medium_airport,El Paso International Airport,3959.0,US,US-TX,El Paso,ELP,ELP,"-106.3779984, 31.80719948"
315,1033227,AAL2409,AA2409,ac76a7,N902AN,B738,KORD,KMCF,2019-01-16 01:19:27+00:00,2019-01-16 03:20:40+00:00,2019-01-16 00:00:00+00:00,41.91403198242188,-87.90036288174718,609.6,27.903876870365465,-82.54456153282752,281.94,KMCF,large_airport,Mac Dill Air Force Base,14.0,US,US-FL,Tampa,MCF,MCF,"-82.52120209, 27.84930038"
317,1033299,AAL2689,AA2689,ad0e61,N940NN,B738,KORD,MA43,2019-01-16 01:20:55+00:00,2019-01-16 02:52:37+00:00,2019-01-16 00:00:00+00:00,41.97047346729343,-87.95073043468386,609.6,41.98076151185116,-72.99661325853924,1684.02,MA43,small_airport,Morehaven Airport,1120.0,US,US-MA,Granville,,MA43,"-72.90010070800781, 42.07229995727539"
318,1033318,AAL2674,AA2674,ac0dd9,N876NN,B738,KMIA,KSAN,2019-01-16 01:21:18+00:00,2019-01-16 06:56:57+00:00,2019-01-16 00:00:00+00:00,25.80116271972656,-80.30680338541663,0.0,32.73614501953125,-117.20022583007808,-53.34,KSAN,large_airport,San Diego International Airport,17.0,US,US-CA,San Diego,SAN,SAN,"-117.190002441, 32.7336006165"
319,1033421,UAL2228,UA2228,a4c4ae,N406UA,A320,88PA,KSFO,2019-01-16 01:23:35+00:00,2019-01-16 06:22:40+00:00,2019-01-16 00:00:00+00:00,40.50924682617188,-80.358154296875,1219.2,37.60221862792969,-122.330250841506,175.26,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
321,1033532,AAL2752,AA2752,ab20df,N816NN,B738,KDFW,KDCA,2019-01-16 01:26:05+00:00,2019-01-16 03:40:38+00:00,2019-01-16 00:00:00+00:00,32.882080078125,-97.029931640625,0.0,38.81259155273438,-77.03386389690894,114.3,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,US,US-DC,Washington,DCA,DCA,"-77.037697, 38.8521"
322,1033589,AAL2698,AA2698,acca88,N923NN,B738,KDFW,KABQ,2019-01-16 01:27:43+00:00,2019-01-16 02:56:11+00:00,2019-01-16 00:00:00+00:00,32.88291801840572,-97.05109265385842,0.0,35.018234252929695,-106.63543078364158,1577.34,KABQ,large_airport,Albuquerque International Sunport,5355.0,US,US-NM,Albuquerque,ABQ,ABQ,"-106.609001, 35.040199"
323,1033614,AAL1272,AA1272,ad84de,N970NN,B738,KMIA,KMMK,2019-01-16 01:28:25+00:00,2019-01-16 03:58:47+00:00,2019-01-16 00:00:00+00:00,25.80064676575741,-80.30985130454008,0.0,41.58227435613082,-72.7872981581577,1851.66,KMMK,small_airport,Meriden Markham Municipal Airport,103.0,US,US-CT,Meriden,,MMK,"-72.82949829101562, 41.50870132446289"
326,1033949,AAL1023,AA1023,aaf960,N806NN,B738,KMIA,KDTW,2019-01-16 01:36:09+00:00,2019-01-16 04:17:57+00:00,2019-01-16 00:00:00+00:00,25.80052185058594,-80.3070068359375,0.0,42.29891967773438,-83.27568054199219,739.14,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,645.0,US,US-MI,Detroit,DTW,DTW,"-83.35340118408203, 42.212398529052734"
334,1034468,AAL322,AA322,abdeec,N864NN,B738,KMIA,KEWR,2019-01-16 01:48:34+00:00,2019-01-16 04:22:59+00:00,2019-01-16 00:00:00+00:00,25.80047607421875,-80.31224568684894,0.0,40.74394226074219,-74.13201904296875,251.46,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
336,1034693,AAL1243,AA1243,ab1971,N814NN,B738,KDFW,KSAN,2019-01-16 01:53:56+00:00,2019-01-16 04:32:13+00:00,2019-01-16 00:00:00+00:00,32.88296457064354,-97.0509805484694,0.0,32.728317260742195,-117.16803588867192,38.1,KSAN,large_airport,San Diego International Airport,17.0,US,US-CA,San Diego,SAN,SAN,"-117.190002441, 32.7336006165"
338,1034852,AAL1430,AA1430,adeca5,N997AA,A321,KDFW,KSFO,2019-01-16 01:58:10+00:00,2019-01-16 05:15:59+00:00,2019-01-16 00:00:00+00:00,32.88864394365731,-97.0508684430803,0.0,37.61686163433527,-122.36506586489467,15.24,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
342,1035154,AAL2709,AA2709,acbf63,N920NN,B738,KDFW,KPSP,2019-01-16 02:05:25+00:00,2019-01-16 04:51:49+00:00,2019-01-16 00:00:00+00:00,32.88664219743114,-97.0509805484694,0.0,33.81417846679688,-116.4939226422991,137.16,KPSP,medium_airport,Palm Springs International Airport,477.0,US,US-CA,Palm Springs,PSP,PSP,"-116.50700378417969, 33.8297004699707"
345,1035328,UAL870,UA870,a31a34,N29968,B789,YSSY,KSFO,2019-01-16 02:09:49+00:00,2019-01-16 15:20:04+00:00,2019-01-16 00:00:00+00:00,-33.94398317498678,151.17536544799802,0.0,37.69427800582627,-122.3226729683254,441.96,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
346,1035542,AAL2222,AA2222,adb656,N983AN,B738,KDFW,KDCA,2019-01-16 02:14:50+00:00,2019-01-16 04:26:58+00:00,2019-01-16 00:00:00+00:00,32.891437077926376,-97.03001684072063,0.0,38.82330322265625,-77.03487893809444,60.96,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,US,US-DC,Washington,DCA,DCA,"-77.037697, 38.8521"
347,1035700,AAL1640,AA1640,a9d44c,N732US,A319,KPHL,KBNA,2019-01-16 02:18:25+00:00,2019-01-16 03:55:59+00:00,2019-01-16 00:00:00+00:00,39.862541586665785,-75.2662353515625,0.0,36.14822387695312,-86.65351867675781,175.26,KBNA,large_airport,Nashville International Airport,599.0,US,US-TN,Nashville,BNA,BNA,"-86.6781997680664, 36.1245002746582"
350,1036150,AAL2776,AA2776,a04edb,N119NN,A321,KLAX,KORD,2019-01-16 02:30:07+00:00,2019-01-16 05:54:54+00:00,2019-01-16 00:00:00+00:00,33.95379638671875,-118.386822136081,304.8,41.96581824351165,-87.85287546557049,350.52,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
351,1036155,UAL1789,UA1789,a837a7,N62896,B739,KIAH,KMCF,2019-01-16 02:30:13+00:00,2019-01-16 03:59:26+00:00,2019-01-16 00:00:00+00:00,29.952547752251057,-95.33688354492188,0.0,27.90797424316406,-82.54427352041569,251.46,KMCF,large_airport,Mac Dill Air Force Base,14.0,US,US-FL,Tampa,MCF,MCF,"-82.52120209, 27.84930038"
352,1036194,AAL1680,AA1680,a657bf,N508AY,A321,KPHL,KORD,2019-01-16 02:31:11+00:00,2019-01-16 04:16:11+00:00,2019-01-16 00:00:00+00:00,39.85807800292969,-75.28518676757812,304.8,41.98392706402277,-87.83958967341934,411.48,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
353,1036226,AAL1155,AA1155,a3b88e,N339PL,B738,KDFW,KRDU,2019-01-16 02:32:09+00:00,2019-01-16 04:33:03+00:00,2019-01-16 00:00:00+00:00,32.88291801840572,-97.0301849988042,0.0,35.899549581236755,-78.77097921168547,114.3,KRDU,large_airport,Raleigh Durham International Airport,435.0,US,US-NC,Raleigh/Durham,RDU,RDU,"-78.7874984741211, 35.877601623535156"
354,1036227,ASA1480,AS1480,a84706,N632VA,A320,KLAX,KLAS,2019-01-16 02:32:10+00:00,2019-01-16 03:15:45+00:00,2019-01-16 00:00:00+00:00,33.94929013009799,-118.4110450744629,0.0,36.0736083984375,-115.1285374418218,586.74,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
357,1036435,AAL2362,AA2362,adf194,N998NN,B738,KMIA,KDCA,2019-01-16 02:36:57+00:00,2019-01-16 04:44:53+00:00,2019-01-16 00:00:00+00:00,25.79976227323888,-80.3073638340212,0.0,38.818747310315146,-77.034423828125,91.44,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,US,US-DC,Washington,DCA,DCA,"-77.037697, 38.8521"
358,1036471,AAL2814,AA2814,a0fcd4,N163AA,A321,KDFW,KEWR,2019-01-16 02:37:50+00:00,2019-01-16 05:20:29+00:00,2019-01-16 00:00:00+00:00,32.89204225701801,-97.0300728934152,0.0,40.73451232910156,-74.1380615234375,213.36,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
359,1036620,AAL1278,AA1278,abfefd,N872NN,B738,KJFK,KBOS,2019-01-16 02:41:44+00:00,2019-01-16 03:15:39+00:00,2019-01-16 00:00:00+00:00,40.65243530273438,-73.826171875,304.8,42.349408683130285,-71.01262292196583,-7.62,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
360,1036692,AAL2474,AA2474,a0f1bb,N160AN,A321,KDFW,69FL,2019-01-16 02:43:47+00:00,2019-01-16 04:29:49+00:00,2019-01-16 00:00:00+00:00,32.88850428694386,-97.0301289461097,0.0,26.65617370605469,-82.16337959721403,1965.96,69FL,small_airport,Eagle's Landing Airport,10.0,US,US-FL,Fort Myers,,69FL,"-82.1364974975586, 26.67729949951172"
362,1036860,AAL2208,AA2208,ac97e4,N910NN,B738,KORD,KAUS,2019-01-16 02:48:10+00:00,2019-01-16 05:03:59+00:00,2019-01-16 00:00:00+00:00,41.93127648305085,-87.91924055232555,609.6,30.23502673132945,-97.68004760742184,205.74,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
370,1037562,UAL1613,UA1613,aa8882,N778UA,B772,KDEN,KLAX,2019-01-16 03:07:18+00:00,2019-01-16 05:15:45+00:00,2019-01-16 00:00:00+00:00,39.84091186523438,-104.7138578995414,1524.0,33.93485893637447,-118.4073257446289,-15.24,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
372,1037757,AAL2332,AA2332,ab0485,N809NN,B738,KDFW,KBNA,2019-01-16 03:12:04+00:00,2019-01-16 04:31:25+00:00,2019-01-16 00:00:00+00:00,32.8883646302304,-97.03001684072063,0.0,36.149674755031775,-86.67400603598736,160.02,KBNA,large_airport,Nashville International Airport,599.0,US,US-TN,Nashville,BNA,BNA,"-86.6781997680664, 36.1245002746582"
373,1037801,AAL1294,AA1294,ab0d15,N811AB,B788,KDFW,KORD,2019-01-16 03:13:21+00:00,2019-01-16 05:06:51+00:00,2019-01-16 00:00:00+00:00,32.89050603317002,-97.03001684072063,0.0,41.96585083007812,-87.82595547762787,449.58,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
374,1037805,UAL2333,UA2333,a22539,N23721,B737,KEWR,KRDU,2019-01-16 03:13:32+00:00,2019-01-16 04:16:23+00:00,2019-01-16 00:00:00+00:00,40.66323852539062,-74.17645263671875,304.8,35.89755249023438,-78.7734603881836,83.82000000000002,KRDU,large_airport,Raleigh Durham International Airport,435.0,US,US-NC,Raleigh/Durham,RDU,RDU,"-78.7874984741211, 35.877601623535156"
375,1037867,ASA1917,AS1917,abb810,N854VA,A320,KLAS,KSFO,2019-01-16 03:15:04+00:00,2019-01-16 04:24:19+00:00,2019-01-16 00:00:00+00:00,36.07635498046875,-115.14478318234708,609.6,37.61247253417969,-122.35461945229392,53.34,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
376,1037991,AAL1286,AA1286,ad9645,N975AN,B738,KMIA,KRDU,2019-01-16 03:18:08+00:00,2019-01-16 05:03:26+00:00,2019-01-16 00:00:00+00:00,25.801025390625,-80.30827840169269,0.0,35.90007019042969,-78.77037048339844,114.3,KRDU,large_airport,Raleigh Durham International Airport,435.0,US,US-NC,Raleigh/Durham,RDU,RDU,"-78.7874984741211, 35.877601623535156"
382,1039103,UAL872,UA872,a2b501,N2737U,B77W,RCTP,KSFO,2019-01-16 03:48:57+00:00,2019-01-16 14:13:37+00:00,2019-01-16 00:00:00+00:00,25.10981155654131,121.2862122733638,304.8,37.63357388771186,-122.3629760742188,106.68,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
386,1039675,AAL2707,AA2707,abb76d,N854NN,B738,KDFW,KAUS,2019-01-16 04:06:23+00:00,2019-01-16 04:36:25+00:00,2019-01-16 00:00:00+00:00,32.89129742121293,-97.0301289461097,0.0,30.23680114746094,-97.68003575942096,213.36,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
387,1039681,UAL2048,UA2048,aa2bc2,N75433,B739,KLAX,KLAS,2019-01-16 04:06:33+00:00,2019-01-16 04:50:44+00:00,2019-01-16 00:00:00+00:00,33.9503173828125,-118.4007792570153,0.0,36.07365495067532,-115.14297160696472,594.36,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
391,1040086,ASA1943,AS1943,abbbc7,N855VA,A320,KLAX,KSFO,2019-01-16 04:19:26+00:00,2019-01-16 05:24:46+00:00,2019-01-16 00:00:00+00:00,33.93740844726562,-118.4031895228795,0.0,37.6101115598517,-122.35455720320992,60.96,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
401,1041186,ASA1938,AS1938,accb2b,N923VA,A21N,KSFO,KLAX,2019-01-16 04:53:34+00:00,2019-01-16 05:43:29+00:00,2019-01-16 00:00:00+00:00,37.63160705566406,-122.405168249252,304.8,33.946701049804695,-118.454701949139,121.92,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
406,1041469,WJA1702,WS1702,c01cae,C-FKWJ,B738,CYVR,KLAX,2019-01-16 05:03:31+00:00,2019-01-16 07:26:21+00:00,2019-01-16 00:00:00+00:00,49.18455505371094,-123.16314697265628,0.0,33.94912719726562,-118.4308235012755,7.62,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
410,1041613,ASA1945,AS1945,a82aac,N625VA,A320,KLAX,KSFO,2019-01-16 05:07:31+00:00,2019-01-16 06:08:45+00:00,2019-01-16 00:00:00+00:00,33.935929637844275,-118.4181976318359,0.0,37.60731842558263,-122.34786987304692,91.44,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
423,1042424,AAL1122,AA1122,ac7256,N9006,A319,SKBO,KDFW,2019-01-16 05:30:46+00:00,2019-01-16 11:14:13+00:00,2019-01-16 00:00:00+00:00,4.694793183924788,-74.14837409710059,2133.6,32.933303833007805,-97.05069580078124,220.98,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
430,1042597,AAL1471,AA1471,ac7a52,N903AA,A321,KSEA,KMIA,2019-01-16 05:35:30+00:00,2019-01-16 10:36:18+00:00,2019-01-16 00:00:00+00:00,47.438452769134,-122.3114248422476,0.0,25.80372619628906,-80.2264404296875,182.88,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
439,1042848,ASA1969,AS1969,a84e74,N634VA,A320,KSAN,KSFO,2019-01-16 05:42:46+00:00,2019-01-16 06:59:56+00:00,2019-01-16 00:00:00+00:00,32.73288015591896,-117.1865657884247,-304.8,37.584228515625,-122.2931173573369,320.04,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
447,1043120,QTR739,QR739,06a076,A7-BBF,B77L,OTHH,KLAX,2019-01-16 05:50:16+00:00,2019-01-16 21:17:58+00:00,2019-01-16 00:00:00+00:00,25.25933734441207,51.62491132628242,0.0,33.94603147345074,-118.4610557556152,137.16,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
476,1044516,AMX400,AM400,0d08a5,XA-AMO,B738,MMMX,KJFK,2019-01-16 06:24:16+00:00,2019-01-16 10:26:25+00:00,2019-01-16 00:00:00+00:00,19.472009691141423,-99.00998757102272,2438.4,40.66282110699152,-73.7411082874645,83.82000000000002,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
483,1044727,AAL1658,AA1658,a695ea,N523UW,A321,KPHX,KPHL,2019-01-16 06:29:00+00:00,2019-01-16 10:20:49+00:00,2019-01-16 00:00:00+00:00,33.43111717094809,-112.031287368463,304.8,39.872783078985705,-75.21514892578125,106.68,KPHL,large_airport,Philadelphia International Airport,36.0,US,US-PA,Philadelphia,PHL,PHL,"-75.24109649658203, 39.87189865112305"
486,1044829,AAL576,AA576,a16037,N188US,A321,KSMF,KAKH,2019-01-16 06:31:51+00:00,2019-01-16 10:38:10+00:00,2019-01-16 00:00:00+00:00,38.67271294028072,-121.5999145507812,304.8,35.20651245117188,-81.0671062858737,2316.48,KAKH,small_airport,Gastonia Municipal Airport,798.0,US,US-NC,Gastonia,,AKH,"-81.149902, 35.202598"
494,1045364,AAL28,AA28,a04641,N117AN,A321,KLAX,KJFK,2019-01-16 06:44:46+00:00,2019-01-16 11:27:23+00:00,2019-01-16 00:00:00+00:00,33.939010620117195,-118.3860934510523,0.0,40.6601210771981,-73.74323064630681,76.2,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
495,1045388,ASA1128,AS1128,abaceb,N851VA,A320,KLAX,KPHL,2019-01-16 06:45:24+00:00,2019-01-16 11:13:28+00:00,2019-01-16 00:00:00+00:00,33.93578998113082,-118.4195137023926,0.0,39.8801383325609,-75.198486328125,76.2,KPHL,large_airport,Philadelphia International Airport,36.0,US,US-PA,Philadelphia,PHL,PHL,"-75.24109649658203, 39.87189865112305"
514,1045960,ASA1949,AS1949,a4194d,N363VA,A320,KLAX,KSFO,2019-01-16 07:00:08+00:00,2019-01-16 07:59:08+00:00,2019-01-16 00:00:00+00:00,33.938350354210804,-118.3943939208984,0.0,37.59069927668167,-122.3084026834239,266.7,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
526,1046547,UAL2417,UA2417,a445ef,N37465,B739,KPDX,KEWR,2019-01-16 07:14:32+00:00,2019-01-16 11:43:53+00:00,2019-01-16 00:00:00+00:00,45.58094787597656,-122.5607969702744,0.0,40.72787475585938,-74.14239501953125,175.26,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
553,1047448,AAL1314,AA1314,acb953,N919NN,B738,KLAX,KMIA,2019-01-16 07:39:06+00:00,2019-01-16 11:46:08+00:00,2019-01-16 00:00:00+00:00,33.93932795120498,-118.3824920654297,304.8,25.80340576171875,-80.23554484049475,144.78,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
562,1047792,UAL415,UA415,aa8882,N778UA,B772,KLAX,KEWR,2019-01-16 07:47:46+00:00,2019-01-16 12:05:22+00:00,2019-01-16 00:00:00+00:00,33.939834594726555,-118.38104870854592,0.0,40.73213195800781,-74.1395263671875,190.5,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
585,1048896,AAL340,AA340,acf0da,N933AM,A321,KLAX,KMIA,2019-01-16 08:16:32+00:00,2019-01-16 12:23:09+00:00,2019-01-16 00:00:00+00:00,33.939697265625,-118.3811608139349,0.0,25.80473327636719,-80.25675455729163,53.34,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
620,1050462,AAL69,AA69,aa3417,N757AN,B772,LEMD,KMIA,2019-01-16 08:59:10+00:00,2019-01-16 18:18:20+00:00,2019-01-16 00:00:00+00:00,40.52456096067267,-3.574926202947444,609.6,25.804045079118108,-80.21968049823114,205.74,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
622,1050504,DAL143,DL143,aaf1fa,N804NW,A333,EHAM,KSEA,2019-01-16 09:00:39+00:00,2019-01-16 18:24:09+00:00,2019-01-16 00:00:00+00:00,52.29733095330707,4.758610316685268,0.0,47.4651272014036,-122.3077627328726,182.88,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
630,1050744,UAL998,UA998,aac4ed,N793UA,B772,EBBR,KEWR,2019-01-16 09:06:54+00:00,2019-01-16 17:09:33+00:00,2019-01-16 00:00:00+00:00,50.90254211425781,4.4680951092694245,0.0,40.74998474121094,-74.12811279296875,335.28,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
643,1051230,UAL22,UA22,a8f3c5,N676UA,B763,EIWT,KEWR,2019-01-16 09:19:31+00:00,2019-01-16 16:27:48+00:00,2019-01-16 00:00:00+00:00,53.4334716796875,-6.468043736049082,1828.8,40.72833251953125,-74.14202880859375,182.88,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
650,1051403,KLM661,KL661,4851b0,PH-BHE,B789,EHAM,KDWH,2019-01-16 09:23:41+00:00,2019-01-16 19:45:11+00:00,2019-01-16 00:00:00+00:00,52.30398792331501,4.773873465401786,0.0,30.00715352721133,-95.46240234375,502.92,KDWH,small_airport,David Wayne Hooks Memorial Airport,152.0,US,US-TX,Houston,DWH,DWH,"-95.55280303960001, 30.0618000031"
652,1051560,KLM601,KL601,48404e,PH-BFL,B744,EHAM,KLAX,2019-01-16 09:28:03+00:00,2019-01-16 19:58:26+00:00,2019-01-16 00:00:00+00:00,52.29259426310911,4.7471923828125,0.0,33.94464111328125,-118.4797575035874,205.74,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
661,1051965,UAL949,UA949,aaa893,N786UA,B772,EGLL,KSFO,2019-01-16 09:37:41+00:00,2019-01-16 20:02:55+00:00,2019-01-16 00:00:00+00:00,51.47763061523438,-0.475084459459481,0.0,37.64777232024629,-122.3537809952446,152.4,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
667,1052127,AUA89,OS89,440060,OE-LAE,B763,LOWW,KEWR,2019-01-16 09:41:49+00:00,2019-01-16 19:20:55+00:00,2019-01-16 00:00:00+00:00,48.121141336732,16.53914231520433,0.0,40.733487403998936,-74.13836392489347,228.6,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
